date	region_code	confirmed_addition
2021-02-13	Stockholm	277
2021-02-12	Stockholm	733
2021-02-11	Stockholm	796
2021-02-10	Stockholm	714
2021-02-09	Stockholm	803
2021-02-08	Stockholm	498
2021-02-07	Stockholm	156
2021-02-06	Stockholm	178
2021-02-05	Stockholm	592
2021-02-04	Stockholm	595
2021-02-03	Stockholm	497
2021-02-02	Stockholm	832
2021-02-01	Stockholm	373
2021-01-31	Stockholm	134
2021-01-30	Stockholm	314
2021-01-29	Stockholm	708
2021-01-28	Stockholm	422
2021-01-27	Stockholm	578
2021-01-26	Stockholm	1088
2021-01-25	Stockholm	262
2021-01-24	Stockholm	117
2021-01-23	Stockholm	324
2021-01-22	Stockholm	552
2021-01-21	Stockholm	586
2021-01-20	Stockholm	697
2021-01-19	Stockholm	980
2021-01-18	Stockholm	289
2021-01-17	Stockholm	140
2021-01-16	Stockholm	235
2021-01-15	Stockholm	537
2021-01-14	Stockholm	545
2021-01-13	Stockholm	716
2021-01-12	Stockholm	1054
2021-01-11	Stockholm	528
2021-01-10	Stockholm	215
2021-01-09	Stockholm	463
2021-01-08	Stockholm	828
2021-01-07	Stockholm	1070
2021-01-06	Stockholm	820
2021-01-05	Stockholm	1314
2021-01-04	Stockholm	1094
2021-01-03	Stockholm	161
2021-01-02	Stockholm	760
2021-01-01	Stockholm	239
2020-12-31	Stockholm	776
2020-12-30	Stockholm	1641
2020-12-29	Stockholm	1762
2020-12-28	Stockholm	937
2020-12-27	Stockholm	180
2020-12-26	Stockholm	916
2020-12-25	Stockholm	604
2020-12-24	Stockholm	1160
2020-12-23	Stockholm	2294
2020-12-22	Stockholm	1535
2020-12-21	Stockholm	772
2020-12-20	Stockholm	505
2020-12-19	Stockholm	1133
2020-12-18	Stockholm	1826
2020-12-17	Stockholm	1727
2020-12-16	Stockholm	2446
2020-12-15	Stockholm	1812
2020-12-14	Stockholm	998
2020-12-13	Stockholm	694
2020-12-12	Stockholm	1341
2020-12-11	Stockholm	2031
2020-12-10	Stockholm	1817
2020-12-09	Stockholm	2561
2020-12-08	Stockholm	2011
2020-12-07	Stockholm	843
2020-12-06	Stockholm	446
2020-12-05	Stockholm	1236
2020-12-04	Stockholm	1979
2020-12-03	Stockholm	1882
2020-12-02	Stockholm	2062
2020-12-01	Stockholm	1805
2020-11-30	Stockholm	1054
2020-11-29	Stockholm	744
2020-11-28	Stockholm	1185
2020-11-27	Stockholm	2190
2020-11-26	Stockholm	2497
2020-11-25	Stockholm	2038
2020-11-24	Stockholm	1481
2020-11-23	Stockholm	991
2020-11-22	Stockholm	730
2020-11-21	Stockholm	1681
2020-11-20	Stockholm	1874
2020-11-19	Stockholm	1844
2020-11-18	Stockholm	1436
2020-11-17	Stockholm	1314
2020-11-16	Stockholm	645
2020-11-15	Stockholm	416
2020-11-14	Stockholm	1364
2020-11-13	Stockholm	2247
2020-11-12	Stockholm	1695
2020-11-11	Stockholm	1965
2020-11-10	Stockholm	1254
2020-11-09	Stockholm	548
2020-11-08	Stockholm	379
2020-11-07	Stockholm	1974
2020-11-06	Stockholm	1126
2020-11-05	Stockholm	1607
2020-11-04	Stockholm	1528
2020-11-03	Stockholm	841
2020-11-02	Stockholm	240
2020-11-01	Stockholm	275
2020-10-31	Stockholm	1536
2020-10-30	Stockholm	1143
2020-10-29	Stockholm	1007
2020-10-28	Stockholm	1202
2020-10-27	Stockholm	412
2020-10-26	Stockholm	174
2020-10-25	Stockholm	79
2020-10-24	Stockholm	713
2020-10-23	Stockholm	578
2020-10-22	Stockholm	521
2020-10-21	Stockholm	541
2020-10-20	Stockholm	398
2020-10-19	Stockholm	127
2020-10-18	Stockholm	63
2020-10-17	Stockholm	270
2020-10-16	Stockholm	340
2020-10-15	Stockholm	281
2020-10-14	Stockholm	319
2020-10-13	Stockholm	293
2020-10-12	Stockholm	90
2020-10-11	Stockholm	72
2020-10-10	Stockholm	192
2020-10-09	Stockholm	292
2020-10-08	Stockholm	309
2020-10-07	Stockholm	270
2020-10-06	Stockholm	297
2020-10-05	Stockholm	70
2020-10-04	Stockholm	44
2020-10-03	Stockholm	182
2020-10-02	Stockholm	235
2020-10-01	Stockholm	228
2020-09-30	Stockholm	221
2020-09-29	Stockholm	261
2020-09-28	Stockholm	81
2020-09-27	Stockholm	35
2020-09-26	Stockholm	155
2020-09-25	Stockholm	185
2020-09-24	Stockholm	159
2020-09-23	Stockholm	181
2020-09-22	Stockholm	141
2020-09-21	Stockholm	67
2020-09-20	Stockholm	14
2020-09-19	Stockholm	95
2020-09-18	Stockholm	124
2020-09-17	Stockholm	135
2020-09-16	Stockholm	94
2020-09-15	Stockholm	52
2020-09-14	Stockholm	23
2020-09-13	Stockholm	18
2020-09-12	Stockholm	78
2020-09-11	Stockholm	65
2020-09-10	Stockholm	50
2020-09-09	Stockholm	44
2020-09-08	Stockholm	39
2020-09-07	Stockholm	11
2020-09-06	Stockholm	11
2020-09-05	Stockholm	42
2020-09-04	Stockholm	53
2020-09-03	Stockholm	58
2020-09-02	Stockholm	38
2020-09-01	Stockholm	31
2020-08-31	Stockholm	20
2020-08-30	Stockholm	14
2020-08-29	Stockholm	26
2020-08-28	Stockholm	39
2020-08-27	Stockholm	35
2020-08-26	Stockholm	47
2020-08-25	Stockholm	48
2020-08-24	Stockholm	30
2020-08-23	Stockholm	1
2020-08-22	Stockholm	49
2020-08-21	Stockholm	59
2020-08-20	Stockholm	65
2020-08-19	Stockholm	73
2020-08-18	Stockholm	71
2020-08-17	Stockholm	35
2020-08-16	Stockholm	5
2020-08-15	Stockholm	55
2020-08-14	Stockholm	81
2020-08-13	Stockholm	55
2020-08-12	Stockholm	81
2020-08-11	Stockholm	102
2020-08-10	Stockholm	37
2020-08-09	Stockholm	24
2020-08-08	Stockholm	51
2020-08-07	Stockholm	48
2020-08-06	Stockholm	67
2020-08-05	Stockholm	59
2020-08-04	Stockholm	92
2020-08-03	Stockholm	22
2020-08-02	Stockholm	6
2020-08-01	Stockholm	64
2020-07-31	Stockholm	43
2020-07-30	Stockholm	49
2020-07-29	Stockholm	46
2020-07-28	Stockholm	78
2020-07-27	Stockholm	9
2020-07-26	Stockholm	21
2020-07-25	Stockholm	21
2020-07-24	Stockholm	60
2020-07-23	Stockholm	56
2020-07-22	Stockholm	69
2020-07-21	Stockholm	78
2020-07-20	Stockholm	23
2020-07-19	Stockholm	18
2020-07-18	Stockholm	30
2020-07-17	Stockholm	78
2020-07-16	Stockholm	86
2020-07-15	Stockholm	64
2020-07-14	Stockholm	88
2020-07-13	Stockholm	31
2020-07-12	Stockholm	28
2020-07-11	Stockholm	73
2020-07-10	Stockholm	73
2020-07-09	Stockholm	85
2020-07-08	Stockholm	123
2020-07-07	Stockholm	47
2020-07-06	Stockholm	53
2020-07-05	Stockholm	108
2020-07-04	Stockholm	96
2020-07-03	Stockholm	176
2020-07-02	Stockholm	169
2020-07-01	Stockholm	172
2020-06-30	Stockholm	170
2020-06-29	Stockholm	239
2020-06-28	Stockholm	191
2020-06-27	Stockholm	248
2020-06-26	Stockholm	224
2020-06-25	Stockholm	228
2020-06-24	Stockholm	284
2020-06-23	Stockholm	217
2020-06-22	Stockholm	217
2020-06-21	Stockholm	92
2020-06-20	Stockholm	198
2020-06-19	Stockholm	371
2020-06-18	Stockholm	379
2020-06-17	Stockholm	360
2020-06-16	Stockholm	214
2020-06-15	Stockholm	116
2020-06-14	Stockholm	75
2020-06-13	Stockholm	163
2020-06-12	Stockholm	185
2020-06-11	Stockholm	206
2020-06-10	Stockholm	263
2020-06-09	Stockholm	240
2020-06-08	Stockholm	243
2020-06-07	Stockholm	47
2020-06-06	Stockholm	176
2020-06-05	Stockholm	227
2020-06-04	Stockholm	206
2020-06-03	Stockholm	234
2020-06-02	Stockholm	153
2020-06-01	Stockholm	160
2020-05-31	Stockholm	67
2020-05-30	Stockholm	73
2020-05-29	Stockholm	210
2020-05-28	Stockholm	278
2020-05-27	Stockholm	206
2020-05-26	Stockholm	197
2020-05-25	Stockholm	160
2020-05-24	Stockholm	59
2020-05-23	Stockholm	78
2020-05-22	Stockholm	144
2020-05-21	Stockholm	120
2020-05-20	Stockholm	174
2020-05-19	Stockholm	177
2020-05-18	Stockholm	150
2020-05-17	Stockholm	59
2020-05-16	Stockholm	64
2020-05-15	Stockholm	184
2020-05-14	Stockholm	148
2020-05-13	Stockholm	236
2020-05-12	Stockholm	234
2020-05-11	Stockholm	210
2020-05-10	Stockholm	78
2020-05-09	Stockholm	115
2020-05-08	Stockholm	222
2020-05-07	Stockholm	267
2020-05-06	Stockholm	206
2020-05-05	Stockholm	169
2020-05-04	Stockholm	149
2020-05-03	Stockholm	127
2020-05-02	Stockholm	81
2020-05-01	Stockholm	141
2020-04-30	Stockholm	215
2020-04-29	Stockholm	248
2020-04-28	Stockholm	240
2020-04-27	Stockholm	213
2020-04-26	Stockholm	110
2020-04-25	Stockholm	138
2020-04-24	Stockholm	227
2020-04-23	Stockholm	291
2020-04-22	Stockholm	289
2020-04-21	Stockholm	163
2020-04-20	Stockholm	211
2020-04-19	Stockholm	192
2020-04-18	Stockholm	180
2020-04-17	Stockholm	221
2020-04-16	Stockholm	221
2020-04-15	Stockholm	215
2020-04-14	Stockholm	179
2020-04-13	Stockholm	200
2020-04-12	Stockholm	182
2020-04-11	Stockholm	200
2020-04-10	Stockholm	148
2020-04-09	Stockholm	240
2020-04-08	Stockholm	271
2020-04-07	Stockholm	244
2020-04-06	Stockholm	131
2020-04-05	Stockholm	172
2020-04-04	Stockholm	129
2020-04-03	Stockholm	245
2020-04-02	Stockholm	216
2020-04-01	Stockholm	205
2020-03-31	Stockholm	208
2020-03-30	Stockholm	172
2020-03-29	Stockholm	149
2020-03-28	Stockholm	147
2020-03-27	Stockholm	176
2020-03-26	Stockholm	132
2020-03-25	Stockholm	154
2020-03-24	Stockholm	105
2020-03-23	Stockholm	99
2020-03-22	Stockholm	59
2020-03-21	Stockholm	71
2020-03-20	Stockholm	84
2020-03-19	Stockholm	66
2020-03-18	Stockholm	58
2020-03-17	Stockholm	35
2020-03-16	Stockholm	34
2020-03-15	Stockholm	17
2020-03-14	Stockholm	18
2020-03-13	Stockholm	31
2020-03-12	Stockholm	42
2020-03-11	Stockholm	32
2020-03-10	Stockholm	26
2020-03-09	Stockholm	64
2020-03-08	Stockholm	29
2020-03-07	Stockholm	21
2020-03-06	Stockholm	36
2020-03-05	Stockholm	22
2020-03-04	Stockholm	21
2020-03-03	Stockholm	10
2020-03-02	Stockholm	1
2020-03-01	Stockholm	0
2020-02-29	Stockholm	1
2020-02-28	Stockholm	2
2020-02-27	Stockholm	1
2020-02-26	Stockholm	0
2020-02-25	Stockholm	0
2020-02-24	Stockholm	0
2020-02-23	Stockholm	0
2020-02-22	Stockholm	0
2020-02-21	Stockholm	0
2020-02-20	Stockholm	0
2020-02-19	Stockholm	0
2020-02-18	Stockholm	0
2020-02-17	Stockholm	0
2020-02-16	Stockholm	0
2020-02-15	Stockholm	0
2020-02-14	Stockholm	0
2020-02-13	Stockholm	0
2020-02-12	Stockholm	0
2020-02-11	Stockholm	0
2020-02-10	Stockholm	0
2020-02-09	Stockholm	0
2020-02-08	Stockholm	0
2020-02-07	Stockholm	0
2020-02-06	Stockholm	0
2020-02-05	Stockholm	0
2020-02-04	Stockholm	0
2021-02-18	Södermanland	65
2021-02-17	Södermanland	81
2021-02-16	Södermanland	101
2021-02-15	Södermanland	63
2021-02-14	Södermanland	1
2021-02-13	Södermanland	38
2021-02-12	Södermanland	76
2021-02-11	Södermanland	54
2021-02-10	Södermanland	73
2021-02-09	Södermanland	114
2021-02-08	Södermanland	3
2021-02-07	Södermanland	4
2021-02-06	Södermanland	20
2021-02-05	Södermanland	57
2021-02-04	Södermanland	51
2021-02-03	Södermanland	58
2021-02-02	Södermanland	86
2021-02-01	Södermanland	46
2021-01-31	Södermanland	2
2021-01-30	Södermanland	24
2021-01-29	Södermanland	35
2021-01-28	Södermanland	61
2021-01-27	Södermanland	60
2021-01-26	Södermanland	93
2021-01-25	Södermanland	59
2021-01-24	Södermanland	2
2021-01-23	Södermanland	45
2021-01-22	Södermanland	55
2021-01-21	Södermanland	71
2021-01-20	Södermanland	109
2021-01-19	Södermanland	111
2021-01-18	Södermanland	23
2021-01-17	Södermanland	38
2021-01-16	Södermanland	8
2021-01-15	Södermanland	78
2021-01-14	Södermanland	120
2021-01-13	Södermanland	89
2021-01-12	Södermanland	140
2021-01-11	Södermanland	33
2021-01-10	Södermanland	6
2021-01-09	Södermanland	111
2021-01-08	Södermanland	192
2021-01-07	Södermanland	64
2021-01-06	Södermanland	111
2021-01-05	Södermanland	297
2021-01-04	Södermanland	59
2021-01-03	Södermanland	97
2021-01-02	Södermanland	40
2021-01-01	Södermanland	5
2020-12-31	Södermanland	158
2020-12-30	Södermanland	220
2020-12-29	Södermanland	214
2020-12-28	Södermanland	67
2020-12-27	Södermanland	89
2020-12-26	Södermanland	48
2020-12-25	Södermanland	10
2020-12-24	Södermanland	146
2020-12-23	Södermanland	234
2020-12-22	Södermanland	140
2020-12-21	Södermanland	76
2020-12-20	Södermanland	5
2020-12-19	Södermanland	140
2020-12-18	Södermanland	123
2020-12-17	Södermanland	158
2020-12-16	Södermanland	134
2020-12-15	Södermanland	177
2020-12-14	Södermanland	23
2020-12-13	Södermanland	64
2020-12-12	Södermanland	54
2020-12-11	Södermanland	99
2020-12-10	Södermanland	118
2020-12-09	Södermanland	157
2020-12-08	Södermanland	196
2020-12-07	Södermanland	20
2020-12-06	Södermanland	1
2020-12-05	Södermanland	83
2020-12-04	Södermanland	107
2020-12-03	Södermanland	102
2020-12-02	Södermanland	88
2020-12-01	Södermanland	177
2020-11-30	Södermanland	6
2020-11-29	Södermanland	2
2020-11-28	Södermanland	69
2020-11-27	Södermanland	105
2020-11-26	Södermanland	104
2020-11-25	Södermanland	148
2020-11-24	Södermanland	131
2020-11-23	Södermanland	50
2020-11-22	Södermanland	2
2020-11-21	Södermanland	102
2020-11-20	Södermanland	136
2020-11-19	Södermanland	130
2020-11-18	Södermanland	211
2020-11-17	Södermanland	142
2020-11-16	Södermanland	73
2020-11-15	Södermanland	72
2020-11-14	Södermanland	61
2020-11-13	Södermanland	147
2020-11-12	Södermanland	120
2020-11-11	Södermanland	172
2020-11-10	Södermanland	116
2020-11-09	Södermanland	31
2020-11-08	Södermanland	5
2020-11-07	Södermanland	101
2020-11-06	Södermanland	148
2020-11-05	Södermanland	103
2020-11-04	Södermanland	119
2020-11-03	Södermanland	138
2020-11-02	Södermanland	1
2020-11-01	Södermanland	4
2020-10-31	Södermanland	71
2020-10-30	Södermanland	85
2020-10-29	Södermanland	57
2020-10-28	Södermanland	78
2020-10-27	Södermanland	68
2020-10-26	Södermanland	32
2020-10-25	Södermanland	1
2020-10-24	Södermanland	23
2020-10-23	Södermanland	47
2020-10-22	Södermanland	10
2020-10-21	Södermanland	21
2020-10-20	Södermanland	34
2020-10-19	Södermanland	0
2020-10-18	Södermanland	0
2020-10-17	Södermanland	21
2020-10-16	Södermanland	16
2020-10-15	Södermanland	26
2020-10-14	Södermanland	15
2020-10-13	Södermanland	21
2020-10-12	Södermanland	0
2020-10-11	Södermanland	0
2020-10-10	Södermanland	16
2020-10-09	Södermanland	7
2020-10-08	Södermanland	17
2020-10-07	Södermanland	4
2020-10-06	Södermanland	10
2020-10-05	Södermanland	0
2020-10-04	Södermanland	0
2020-10-03	Södermanland	12
2020-10-02	Södermanland	3
2020-10-01	Södermanland	7
2020-09-30	Södermanland	5
2020-09-29	Södermanland	10
2020-09-28	Södermanland	1
2020-09-27	Södermanland	0
2020-09-26	Södermanland	7
2020-09-25	Södermanland	2
2020-09-24	Södermanland	3
2020-09-23	Södermanland	7
2020-09-22	Södermanland	14
2020-09-21	Södermanland	6
2020-09-20	Södermanland	7
2020-09-19	Södermanland	3
2020-09-18	Södermanland	2
2020-09-17	Södermanland	6
2020-09-16	Södermanland	0
2020-09-15	Södermanland	2
2020-09-14	Södermanland	3
2020-09-13	Södermanland	1
2020-09-12	Södermanland	2
2020-09-11	Södermanland	3
2020-09-10	Södermanland	2
2020-09-09	Södermanland	2
2020-09-08	Södermanland	6
2020-09-07	Södermanland	0
2020-09-06	Södermanland	0
2020-09-05	Södermanland	1
2020-09-04	Södermanland	0
2020-09-03	Södermanland	1
2020-09-02	Södermanland	0
2020-09-01	Södermanland	0
2020-08-31	Södermanland	0
2020-08-30	Södermanland	0
2020-08-29	Södermanland	2
2020-08-28	Södermanland	4
2020-08-27	Södermanland	1
2020-08-26	Södermanland	3
2020-08-25	Södermanland	0
2020-08-24	Södermanland	0
2020-08-23	Södermanland	0
2020-08-22	Södermanland	1
2020-08-21	Södermanland	0
2020-08-20	Södermanland	2
2020-08-19	Södermanland	1
2020-08-18	Södermanland	4
2020-08-17	Södermanland	1
2020-08-16	Södermanland	0
2020-08-15	Södermanland	4
2020-08-14	Södermanland	1
2020-08-13	Södermanland	1
2020-08-12	Södermanland	4
2020-08-11	Södermanland	6
2020-08-10	Södermanland	0
2020-08-09	Södermanland	0
2020-08-08	Södermanland	4
2020-08-07	Södermanland	3
2020-08-06	Södermanland	3
2020-08-05	Södermanland	0
2020-08-04	Södermanland	2
2020-08-03	Södermanland	0
2020-08-02	Södermanland	0
2020-08-01	Södermanland	2
2020-07-31	Södermanland	0
2020-07-30	Södermanland	2
2020-07-29	Södermanland	1
2020-07-28	Södermanland	3
2020-07-27	Södermanland	1
2020-07-26	Södermanland	0
2020-07-25	Södermanland	0
2020-07-24	Södermanland	4
2020-07-23	Södermanland	0
2020-07-22	Södermanland	14
2020-07-21	Södermanland	0
2020-07-20	Södermanland	0
2020-07-19	Södermanland	3
2020-07-18	Södermanland	11
2020-07-17	Södermanland	3
2020-07-16	Södermanland	4
2020-07-15	Södermanland	0
2020-07-14	Södermanland	23
2020-07-13	Södermanland	1
2020-07-12	Södermanland	0
2020-07-11	Södermanland	5
2020-07-10	Södermanland	10
2020-07-09	Södermanland	13
2020-07-08	Södermanland	18
2020-07-07	Södermanland	12
2020-07-06	Södermanland	9
2020-07-05	Södermanland	0
2020-07-04	Södermanland	0
2020-07-03	Södermanland	8
2020-07-02	Södermanland	21
2020-07-01	Södermanland	3
2020-06-30	Södermanland	17
2020-06-29	Södermanland	23
2020-06-28	Södermanland	1
2020-06-27	Södermanland	0
2020-06-26	Södermanland	40
2020-06-25	Södermanland	8
2020-06-24	Södermanland	41
2020-06-23	Södermanland	25
2020-06-22	Södermanland	59
2020-06-21	Södermanland	0
2020-06-20	Södermanland	0
2020-06-19	Södermanland	5
2020-06-18	Södermanland	63
2020-06-17	Södermanland	26
2020-06-16	Södermanland	3
2020-06-15	Södermanland	6
2020-06-14	Södermanland	19
2020-06-13	Södermanland	54
2020-06-12	Södermanland	23
2020-06-11	Södermanland	8
2020-06-10	Södermanland	6
2020-06-09	Södermanland	3
2020-06-08	Södermanland	29
2020-06-07	Södermanland	3
2020-06-06	Södermanland	1
2020-06-05	Södermanland	17
2020-06-04	Södermanland	26
2020-06-03	Södermanland	15
2020-06-02	Södermanland	19
2020-06-01	Södermanland	16
2020-05-31	Södermanland	0
2020-05-30	Södermanland	2
2020-05-29	Södermanland	7
2020-05-28	Södermanland	19
2020-05-27	Södermanland	23
2020-05-26	Södermanland	18
2020-05-25	Södermanland	21
2020-05-24	Södermanland	1
2020-05-23	Södermanland	2
2020-05-22	Södermanland	15
2020-05-21	Södermanland	6
2020-05-20	Södermanland	24
2020-05-19	Södermanland	20
2020-05-18	Södermanland	6
2020-05-17	Södermanland	0
2020-05-16	Södermanland	5
2020-05-15	Södermanland	19
2020-05-14	Södermanland	11
2020-05-13	Södermanland	14
2020-05-12	Södermanland	33
2020-05-11	Södermanland	1
2020-05-10	Södermanland	6
2020-05-09	Södermanland	7
2020-05-08	Södermanland	23
2020-05-07	Södermanland	20
2020-05-06	Södermanland	34
2020-05-05	Södermanland	39
2020-05-04	Södermanland	2
2020-05-03	Södermanland	1
2020-05-02	Södermanland	7
2020-05-01	Södermanland	55
2020-04-30	Södermanland	23
2020-04-29	Södermanland	34
2020-04-28	Södermanland	57
2020-04-27	Södermanland	10
2020-04-26	Södermanland	8
2020-04-25	Södermanland	8
2020-04-24	Södermanland	53
2020-04-23	Södermanland	26
2020-04-22	Södermanland	50
2020-04-21	Södermanland	53
2020-04-20	Södermanland	13
2020-04-19	Södermanland	13
2020-04-18	Södermanland	8
2020-04-17	Södermanland	64
2020-04-16	Södermanland	47
2020-04-15	Södermanland	42
2020-04-14	Södermanland	16
2020-04-13	Södermanland	20
2020-04-12	Södermanland	14
2020-04-11	Södermanland	22
2020-04-10	Södermanland	41
2020-04-09	Södermanland	38
2020-04-08	Södermanland	33
2020-04-07	Södermanland	42
2020-04-06	Södermanland	18
2020-04-05	Södermanland	27
2020-04-04	Södermanland	17
2020-04-03	Södermanland	59
2020-04-02	Södermanland	34
2020-04-01	Södermanland	49
2020-03-31	Södermanland	49
2020-03-30	Södermanland	60
2020-03-29	Södermanland	4
2020-03-28	Södermanland	8
2020-03-27	Södermanland	26
2020-03-26	Södermanland	16
2020-03-25	Södermanland	37
2020-03-24	Södermanland	14
2020-03-23	Södermanland	2
2020-03-22	Södermanland	11
2020-03-21	Södermanland	6
2020-03-20	Södermanland	4
2020-03-19	Södermanland	5
2020-03-18	Södermanland	0
2020-03-17	Södermanland	5
2020-03-16	Södermanland	12
2020-03-15	Södermanland	4
2020-03-14	Södermanland	1
2020-03-13	Södermanland	6
2020-03-12	Södermanland	3
2020-03-11	Södermanland	6
2020-03-10	Södermanland	0
2020-03-09	Södermanland	1
2020-03-08	Södermanland	0
2020-03-07	Södermanland	0
2020-03-06	Södermanland	0
2020-03-05	Södermanland	0
2020-03-04	Södermanland	0
2020-03-03	Södermanland	0
2020-03-02	Södermanland	0
2020-03-01	Södermanland	0
2020-02-29	Södermanland	0
2020-02-28	Södermanland	0
2020-02-27	Södermanland	0
2020-02-26	Södermanland	0
2020-02-25	Södermanland	0
2020-02-24	Södermanland	0
2020-02-23	Södermanland	0
2020-02-22	Södermanland	0
2020-02-21	Södermanland	0
2020-02-20	Södermanland	0
2020-02-19	Södermanland	0
2020-02-18	Södermanland	0
2020-02-17	Södermanland	0
2020-02-16	Södermanland	0
2020-02-15	Södermanland	0
2020-02-14	Södermanland	0
2020-02-13	Södermanland	0
2020-02-12	Södermanland	0
2020-02-11	Södermanland	0
2020-02-10	Södermanland	0
2020-02-09	Södermanland	0
2020-02-08	Södermanland	0
2020-02-07	Södermanland	0
2020-02-06	Södermanland	0
2020-02-05	Södermanland	0
2020-02-04	Södermanland	0
2021-02-18	Uppsala	142
2021-02-17	Uppsala	165
2021-02-16	Uppsala	134
2021-02-15	Uppsala	18
2021-02-14	Uppsala	43
2021-02-13	Uppsala	112
2021-02-12	Uppsala	110
2021-02-11	Uppsala	92
2021-02-10	Uppsala	131
2021-02-09	Uppsala	167
2021-02-08	Uppsala	57
2021-02-07	Uppsala	35
2021-02-06	Uppsala	52
2021-02-05	Uppsala	94
2021-02-04	Uppsala	136
2021-02-03	Uppsala	84
2021-02-02	Uppsala	129
2021-02-01	Uppsala	30
2021-01-31	Uppsala	38
2021-01-30	Uppsala	58
2021-01-29	Uppsala	102
2021-01-28	Uppsala	100
2021-01-27	Uppsala	108
2021-01-26	Uppsala	153
2021-01-25	Uppsala	1
2021-01-24	Uppsala	36
2021-01-23	Uppsala	84
2021-01-22	Uppsala	112
2021-01-21	Uppsala	192
2021-01-20	Uppsala	119
2021-01-19	Uppsala	69
2021-01-18	Uppsala	82
2021-01-17	Uppsala	22
2021-01-16	Uppsala	39
2021-01-15	Uppsala	141
2021-01-14	Uppsala	136
2021-01-13	Uppsala	122
2021-01-12	Uppsala	181
2021-01-11	Uppsala	49
2021-01-10	Uppsala	53
2021-01-09	Uppsala	168
2021-01-08	Uppsala	184
2021-01-07	Uppsala	98
2021-01-06	Uppsala	220
2021-01-05	Uppsala	314
2021-01-04	Uppsala	83
2021-01-03	Uppsala	78
2021-01-02	Uppsala	128
2021-01-01	Uppsala	85
2020-12-31	Uppsala	231
2020-12-30	Uppsala	382
2020-12-29	Uppsala	302
2020-12-28	Uppsala	156
2020-12-27	Uppsala	66
2020-12-26	Uppsala	80
2020-12-25	Uppsala	71
2020-12-24	Uppsala	233
2020-12-23	Uppsala	475
2020-12-22	Uppsala	144
2020-12-21	Uppsala	135
2020-12-20	Uppsala	47
2020-12-19	Uppsala	280
2020-12-18	Uppsala	327
2020-12-17	Uppsala	253
2020-12-16	Uppsala	264
2020-12-15	Uppsala	341
2020-12-14	Uppsala	119
2020-12-13	Uppsala	66
2020-12-12	Uppsala	188
2020-12-11	Uppsala	273
2020-12-10	Uppsala	249
2020-12-09	Uppsala	392
2020-12-08	Uppsala	197
2020-12-07	Uppsala	147
2020-12-06	Uppsala	51
2020-12-05	Uppsala	194
2020-12-04	Uppsala	277
2020-12-03	Uppsala	237
2020-12-02	Uppsala	356
2020-12-01	Uppsala	180
2020-11-30	Uppsala	102
2020-11-29	Uppsala	52
2020-11-28	Uppsala	209
2020-11-27	Uppsala	238
2020-11-26	Uppsala	275
2020-11-25	Uppsala	258
2020-11-24	Uppsala	220
2020-11-23	Uppsala	146
2020-11-22	Uppsala	82
2020-11-21	Uppsala	198
2020-11-20	Uppsala	264
2020-11-19	Uppsala	401
2020-11-18	Uppsala	143
2020-11-17	Uppsala	263
2020-11-16	Uppsala	78
2020-11-15	Uppsala	87
2020-11-14	Uppsala	198
2020-11-13	Uppsala	239
2020-11-12	Uppsala	268
2020-11-11	Uppsala	232
2020-11-10	Uppsala	168
2020-11-09	Uppsala	165
2020-11-08	Uppsala	134
2020-11-07	Uppsala	51
2020-11-06	Uppsala	166
2020-11-05	Uppsala	284
2020-11-04	Uppsala	202
2020-11-03	Uppsala	108
2020-11-02	Uppsala	70
2020-11-01	Uppsala	27
2020-10-31	Uppsala	230
2020-10-30	Uppsala	242
2020-10-29	Uppsala	126
2020-10-28	Uppsala	113
2020-10-27	Uppsala	63
2020-10-26	Uppsala	82
2020-10-25	Uppsala	33
2020-10-24	Uppsala	45
2020-10-23	Uppsala	66
2020-10-22	Uppsala	42
2020-10-21	Uppsala	50
2020-10-20	Uppsala	65
2020-10-19	Uppsala	48
2020-10-18	Uppsala	56
2020-10-17	Uppsala	30
2020-10-16	Uppsala	91
2020-10-15	Uppsala	64
2020-10-14	Uppsala	30
2020-10-13	Uppsala	61
2020-10-12	Uppsala	173
2020-10-11	Uppsala	8
2020-10-10	Uppsala	8
2020-10-09	Uppsala	8
2020-10-08	Uppsala	51
2020-10-07	Uppsala	67
2020-10-06	Uppsala	104
2020-10-05	Uppsala	39
2020-10-04	Uppsala	11
2020-10-03	Uppsala	54
2020-10-02	Uppsala	62
2020-10-01	Uppsala	36
2020-09-30	Uppsala	23
2020-09-29	Uppsala	34
2020-09-28	Uppsala	6
2020-09-27	Uppsala	17
2020-09-26	Uppsala	10
2020-09-25	Uppsala	19
2020-09-24	Uppsala	23
2020-09-23	Uppsala	14
2020-09-22	Uppsala	22
2020-09-21	Uppsala	0
2020-09-20	Uppsala	3
2020-09-19	Uppsala	14
2020-09-18	Uppsala	9
2020-09-17	Uppsala	19
2020-09-16	Uppsala	12
2020-09-15	Uppsala	9
2020-09-14	Uppsala	3
2020-09-13	Uppsala	2
2020-09-12	Uppsala	15
2020-09-11	Uppsala	22
2020-09-10	Uppsala	5
2020-09-09	Uppsala	12
2020-09-08	Uppsala	14
2020-09-07	Uppsala	5
2020-09-06	Uppsala	0
2020-09-05	Uppsala	5
2020-09-04	Uppsala	4
2020-09-03	Uppsala	11
2020-09-02	Uppsala	5
2020-09-01	Uppsala	7
2020-08-31	Uppsala	2
